Datum;Ts_in;m_s;Ts_out;I_dir;I_diff;I_glob;T_amb;rho
05.01. 03:30:00;31;0;27.5;0;0;0;1.9;88.7
05.01. 03:45:00;30.5;0;27.1;0;0;0;1.9;88.7
05.01. 04:00:00;30;0;26.6;0;0;0;1.9;88.6
05.01. 04:15:00;38.6;949;22.5;0;0;0;1.9;88.6
05.01. 04:30:00;33.4;951;32.4;0;0;0;1.9;88.6
05.01. 04:45:00;32.7;0;31.6;0;0;0;1.9;88.6
05.01. 05:00:00;32;0;30.9;0;0;0;1.8;96.1
05.01. 05:15:00;31.4;0;30.2;0;0;0;1.8;96.1
05.01. 05:30:00;32.1;952;27.8;0;0;0;1.8;96.1
05.01. 05:45:00;33.9;955;23.4;0;0;0;1.8;96.1
05.01. 06:00:00;34.6;950;28.7;0;0;0;1.8;92.4
05.01. 06:15:00;34.8;0;27.9;0;0;0;1.8;92.4
05.01. 06:30:00;33.9;0;27.4;0;0;0;1.8;92.4
05.01. 06:45:00;33.2;0;26.9;0;0;0;1.8;92.4
05.01. 07:00:00;33.3;950;21.5;0;0;0;1.7;92.3
05.01. 07:15:00;31.2;954;27.5;0;0;0;1.7;92.3
05.01. 07:30:00;30.9;0;27.3;0;0;0;1.7;92.3
05.01. 07:45:00;30.4;0;26.9;0;0;0;1.7;92.3
05.01. 08:00:00;30;950;26.4;0;2;2;1.8;92.5
05.01. 08:15:00;32.1;953;21.4;0;2;2;1.8;92.5
05.01. 08:30:00;30.8;958;26.9;0;2;2;1.8;92.5
05.01. 08:45:00;30.6;0;26.7;0;2;2;1.8;92.5
05.01. 09:00:00;30.2;0;26.3;0;30.8;30.8;2.4;84.7
05.01. 09:15:00;34.4;949;24.5;0;31;31;2.4;84.7
05.01. 09:30:00;34.3;948;26.6;0;31;31;2.4;84.7
05.01. 09:45:00;33.5;0;26.2;0;31;31;2.4;84.7
05.01. 10:00:00;32.8;0;25.8;0;56.9;56.9;2.9;83
05.01. 10:15:00;33;947;24.5;0;57;57;2.9;83
05.01. 10:30:00;34.3;947;24;0;57;57;2.9;83
05.01. 10:45:00;34.2;0;24.3;0;57;57;2.9;83
05.01. 11:00:00;33.4;0;24;0;75.9;75.9;3.4;81.8
05.01. 11:15:00;32.9;947;23;0;76;76;3.4;81.8
05.01. 11:30:00;33.7;947;23.6;0;76;76;3.4;81.8
05.01. 11:45:00;33.1;0;23.8;0;76;76;3.4;81.8
05.01. 12:00:00;32.4;0;23.5;0;84;84;3.7;72.8
05.01. 12:15:00;31.7;0;23.3;0;84;84;3.7;72.7
05.01. 12:30:00;31.9;948;22.5;0;84;84;3.7;72.7
05.01. 12:45:00;33.8;947;24.2;0;84;84;3.7;72.7
05.01. 13:00:00;33.2;0;24.7;0;75.1;75.1;3.9;74.5
05.01. 13:15:00;32.5;0;24.4;0;75;75;3.9;74.5
05.01. 13:30:00;31.8;0;24.1;0;75;75;3.9;74.5
05.01. 13:45:00;31.1;0;23.8;0;75;75;3.9;74.5
05.01. 14:00:00;31.6;947;22.7;0;67;67;4;72.2
05.01. 14:15:00;33.8;947;23.9;0;67;67;4;72.2
05.01. 14:30:00;33.1;0;23.9;0;67;67;4;72.2
05.01. 14:45:00;32.4;0;23.6;0;67;67;4;72.2
05.01. 15:00:00;31.7;0;23.4;0;35.2;35.2;3.8;73.7
05.01. 15:15:00;33.5;948;23.4;0;35;35;3.8;73.7
05.01. 15:30:00;31.9;0;26.2;0;35;35;3.8;73.7
05.01. 15:45:00;31.3;0;25.8;0;35;35;3.8;73.7
05.01. 16:00:00;30.7;0;25.5;0;3.2;3.2;3.5;71.4
05.01. 16:15:00;34.8;948;24.1;0;3;3;3.5;71.4
05.01. 16:30:00;33;946;26.5;0;3;3;3.5;71.4
05.01. 16:45:00;32.3;0;26.1;0;3;3;3.5;71.4
05.01. 17:00:00;31.6;0;25.6;0;0.02;0.02;3.2;68.7
05.01. 17:15:00;31.7;953;24.3;0;0;0;3.2;68.7
05.01. 17:30:00;33.1;954;23;0;0;0;3.2;68.7
05.01. 17:45:00;32.9;951;28.4;0;0;0;3.2;68.7
05.01. 18:00:00;32.5;0;27.7;0;0;0;3;68.2
05.01. 18:15:00;31.8;0;27.2;0;0;0;3;68.2
05.01. 18:30:00;31.1;0;26.7;0;0;0;3;68.2
05.01. 18:45:00;37.9;950;22.3;0;0;0;3;68.2
05.01. 19:00:00;33;950;32.5;0;0;0;2.7;68.9
05.01. 19:15:00;32.3;0;31.7;0;0;0;2.7;68.9
05.01. 19:30:00;31.5;0;30.9;0;0;0;2.7;68.9
05.01. 19:45:00;30.9;0;30.3;0;0;0;2.7;68.9
05.01. 20:00:00;32.9;952;28.3;0;0;0;2.5;71.8
05.01. 20:15:00;34;954;24;0;0;0;2.5;71.8
05.01. 20:30:00;35;949;29.1;0;0;0;2.5;71.8
05.01. 20:45:00;34.6;0;28.4;0;0;0;2.5;71.8
05.01. 21:00:00;33.8;0;27.8;0;0;0;2.1;79.4
05.01. 21:15:00;33.1;0;27.3;0;0;0;2.1;79.4
05.01. 21:30:00;35;950;21.8;0;0;0;2.1;79.4
05.01. 21:45:00;33.9;951;30;0;0;0;2.1;79.4
05.01. 22:00:00;32.9;0;29.2;0;0;0;1.9;79.4
05.01. 22:15:00;32.2;0;28.7;0;0;0;1.9;79.4
05.01. 22:30:00;31.5;0;28.2;0;0;0;1.9;79.4
05.01. 22:45:00;35.2;950;21.9;0;0;0;1.9;79.4
05.01. 23:00:00;35.4;951;30;0;0;0;1.2;83.8
05.01. 23:15:00;34.7;0;29.2;0;0;0;1.2;83.8
05.01. 23:30:00;33.8;0;28.6;0;0;0;1.2;83.8
05.01. 23:45:00;33.8;948;26.7;0;0;0;1.2;83.8
06.01. 00:00:00;33.6;950;23.5;0;0;0;1.5;79.6
06.01. 00:15:00;37.1;948;29.4;0;0;0;1.5;79.5
06.01. 00:30:00;36.4;0;28.7;0;0;0;1.5;79.5
06.01. 00:45:00;35.5;0;28.1;0;0;0;1.5;79.5
06.01. 01:00:00;35;954;26.6;0;0;0;1.2;79.5
06.01. 01:15:00;34.4;957;23.1;0;0;0;1.2;79.5
06.01. 01:30:00;34.3;953;29.5;0;0;0;1.2;79.5
06.01. 01:45:00;33.1;0;28.6;0;0;0;1.2;79.5
06.01. 02:00:00;32.4;0;28.1;0;0;0;0.8;79.5
06.01. 02:15:00;33.2;949;26.3;0;0;0;0.8;79.5
06.01. 02:30:00;34.1;951;23.8;0;0;0;0.8;79.5
06.01. 02:45:00;35.6;947;29.6;0;0;0;0.8;79.5
06.01. 03:00:00;34.5;0;28.9;0;0;0;0.5;83.8
06.01. 03:15:00;33.6;0;28.3;0;0;0;0.5;83.8
06.01. 03:30:00;33.9;947;26.4;0;0;0;0.5;83.8
06.01. 03:45:00;34.5;950;23.8;0;0;0;0.5;83.8
06.01. 04:00:00;35.3;948;30.2;0;0;0;0.7;83.8
06.01. 04:15:00;34.4;0;29.4;0;0;0;0.7;83.8
06.01. 04:30:00;33.7;0;28.8;0;0;0;0.7;83.8
06.01. 04:45:00;33.9;955;26.7;0;0;0;0.7;83.8
06.01. 05:00:00;33.9;957;23.6;0;0;0;0.6;83.8
06.01. 05:15:00;35.7;952;29;0;0;0;0.6;83.8
06.01. 05:30:00;36.1;0;28.4;0;0;0;0.6;83.8
06.01. 05:45:00;35.1;0;27.8;0;0;0;0.6;83.8
06.01. 06:00:00;34.3;0;27.4;0;0;0;0.5;83.8
06.01. 06:15:00;38.5;949;22.5;0;0;0;0.5;83.8
06.01. 06:30:00;34.4;952;32.4;0;0;0;0.5;83.8
06.01. 06:45:00;33.7;0;31.6;0;0;0;0.5;83.8
06.01. 07:00:00;33;0;30.9;0;0;0;0.4;83.8
06.01. 07:15:00;32.3;0;30.3;0;0;0;0.4;83.8
06.01. 07:30:00;37;950;22.1;0;0;0;0.4;83.8
06.01. 07:45:00;34.1;951;30.7;0;0;0;0.4;83.8
06.01. 08:00:00;33.4;0;29.9;0;2;2;0.5;83.8
06.01. 08:15:00;32.6;0;29.2;0;2;2;0.5;83.8
06.01. 08:30:00;32;0;28.7;0;2;2;0.5;83.8
06.01. 08:45:00;38.5;950;22.5;0;2;2;0.5;83.8
06.01. 09:00:00;34.1;949;31.6;0;38.8;38.8;1.1;83.8
06.01. 09:15:00;33.5;0;30.6;0;39;39;1.1;83.8
06.01. 09:30:00;32.8;0;30;0;39;39;1.1;83.8
06.01. 09:45:00;32.2;0;29.5;0;39;39;1.1;83.8
06.01. 10:00:00;31.5;0;28.9;0;73.8;73.8;1.7;79.5
06.01. 10:15:00;35.2;949;25.5;0;74;74;1.7;79.5
06.01. 10:30:00;34.7;948;26.3;0;74;74;1.7;79.5
06.01. 10:45:00;34;0;25.9;0;74;74;1.7;79.5
06.01. 11:00:00;33.2;0;25.5;0;98.9;98.9;2.3;79.4
06.01. 11:15:00;32.5;0;25.2;0;99;99;2.3;79.4
06.01. 11:30:00;32.4;946;23.8;0;99;99;2.3;79.4
06.01. 11:45:00;34.7;947;23.7;0;99;99;2.3;79.4
06.01. 12:00:00;33.6;0;23.5;0;109;109;2.7;79.4
06.01. 12:15:00;32.8;0;23.3;0;109;109;2.7;79.4
06.01. 12:30:00;32.1;0;23;0;109;109;2.7;79.4
06.01. 12:45:00;31.5;0;22.8;0;109;109;2.7;79.4
06.01. 13:00:00;33.9;947;22.9;0;101;101;2.9;79.4
06.01. 13:15:00;34;0;24.8;0;101;101;2.9;79.4
06.01. 13:30:00;33.3;0;24.4;0;101;101;2.9;79.4
06.01. 13:45:00;32.6;0;24.1;0;101;101;2.9;79.4
06.01. 14:00:00;31.9;0;23.8;0;75.1;75.1;2.9;61.8
06.01. 14:15:00;32.2;948;22.9;0;75;75;2.9;61.7
06.01. 14:30:00;34.4;948;24.3;0;75;75;2.9;61.7
06.01. 14:45:00;33.8;0;24.7;0;75;75;2.9;61.7
06.01. 15:00:00;33.1;0;24.4;0;45.2;45.2;2.7;56.7
06.01. 15:15:00;32.3;0;24.1;0;45;45;2.7;56.7
06.01. 15:30:00;34.4;948;23.2;0;45;45;2.7;56.7
06.01. 15:45:00;34.5;0;24.6;0;45;45;2.7;56.7
06.01. 16:00:00;33.7;0;24.3;0;4.2;4.2;2.3;57.2
06.01. 16:15:00;34.2;949;23.3;0;4;4;2.3;57.2
06.01. 16:30:00;34;948;26.3;0;4;4;2.3;57.2
06.01. 16:45:00;32.9;0;26.6;0;4;4;2.3;57.2
06.01. 17:00:00;32.2;0;26.1;0;0.02;0.02;1.9;54.8
06.01. 17:15:00;32.5;950;24.8;0;0;0;1.9;54.8
06.01. 17:30:00;33.6;952;23.4;0;0;0;1.9;54.8
06.01. 17:45:00;33.2;951;29;0;0;0;1.9;54.8
06.01. 18:00:00;32.6;0;28.4;0;0;0;1.5;56.5
06.01. 18:15:00;31.9;0;27.8;0;0;0;1.5;56.5
06.01. 18:30:00;32.6;954;26;0;0;0;1.5;56.5
06.01. 18:45:00;34.2;956;23.7;0;0;0;1.5;56.5
06.01. 19:00:00;34.6;950;29.4;0;0;0;1.1;58.3
06.01. 19:15:00;33.6;0;28.5;0;0;0;1.1;58.3
06.01. 19:30:00;32.8;0;27.9;0;0;0;1.1;58.3
06.01. 19:45:00;33.1;947;26.2;0;0;0;1.1;58.3
06.01. 20:00:00;33.4;949;23.6;0;0;0;0.8;59.7
06.01. 20:15:00;36.2;949;28.7;0;0;0;0.8;59.7
06.01. 20:30:00;35.4;0;28.1;0;0;0;0.8;59.7
06.01. 20:45:00;34.5;0;27.6;0;0;0;0.8;59.7
06.01. 21:00:00;34.5;954;26.2;0;0;0;0.4;61.4
06.01. 21:15:00;34.7;956;23.2;0;0;0;0.4;61.4
06.01. 21:30:00;35.7;952;29.4;0;0;0;0.4;61.4
06.01. 21:45:00;36.4;0;28.6;0;0;0;0.4;61.4
06.01. 22:00:00;35.4;0;28;0;0;0;0.002;58.8
06.01. 22:15:00;34.6;0;27.5;0;0;0;0;58.8
06.01. 22:30:00;38.7;950;22.6;0;0;0;0;58.8
06.01. 22:45:00;34.7;953;32.5;0;0;0;0;58.8
06.01. 23:00:00;34;0;31.8;0;0;0;-0.4;57.1
06.01. 23:15:00;33.3;0;31;0;0;0;-0.4;57.1
06.01. 23:30:00;33.3;948;28.5;0;0;0;-0.4;57.1
06.01. 23:45:00;34.8;951;23.5;0;0;0;-0.4;57.1
07.01. 00:00:00;33.7;951;29.9;0;0;0;-0.9;59.8
07.01. 00:15:00;32.9;0;29.2;0;0;0;-0.9;59.8
07.01. 00:30:00;32.1;0;28.5;0;0;0;-0.9;59.8
07.01. 00:45:00;39.5;951;23.1;0;0;0;-0.9;59.8
07.01. 01:00:00;34.3;952;32.8;0;0;0;-1.5;63.8
07.01. 01:15:00;33.4;0;32;0;0;0;-1.5;63.9
07.01. 01:30:00;32.6;0;31.2;0;0;0;-1.5;63.9
07.01. 01:45:00;35.3;951;28.4;0;0;0;-1.5;63.9
07.01. 02:00:00;34.8;954;25.3;0;0;0;-2.1;66.5
07.01. 02:15:00;35.5;949;30.1;0;0;0;-2.1;66.5
07.01. 02:30:00;33.7;0;29.7;0;0;0;-2.1;66.5
07.01. 02:45:00;33;0;29.1;0;0;0;-2.1;66.5
07.01. 03:00:00;33.4;956;27.1;0;0;0;-2.4;63.1
07.01. 03:15:00;35.5;960;23.9;0;0;0;-2.4;63.1
07.01. 03:30:00;37.5;954;30.5;0;0;0;-2.4;63.1
07.01. 03:45:00;37.8;0;29.5;0;0;0;-2.4;63.1
07.01. 04:00:00;36.8;0;28.9;0;0;0;-2.7;67.3
07.01. 04:15:00;38.1;949;26.8;0;0;0;-2.7;67.3
07.01. 04:30:00;34.7;952;25.2;0;0;0;-2.7;67.3
07.01. 04:45:00;38;948;30;0;0;0;-2.7;67.3
07.01. 05:00:00;37.1;0;29.3;0;0;0;-3;67.8
07.01. 05:15:00;36.2;0;28.7;0;0;0;-3;67.8
07.01. 05:30:00;36.5;958;26.7;0;0;0;-3;67.8
07.01. 05:45:00;35.6;961;24.3;0;0;0;-3;67.8
07.01. 06:00:00;36.4;955;30.3;0;0;0;-3.3;68.7
07.01. 06:15:00;36.3;0;30;0;0;0;-3.3;68.7
07.01. 06:30:00;35.4;0;29.4;0;0;0;-3.3;68.7
07.01. 06:45:00;37.1;955;27.1;0;0;0;-3.3;68.7
07.01. 07:00:00;34.5;958;25.5;0;0;0;-3.5;68.2
07.01. 07:15:00;37.3;951;30;0;0;0;-3.5;68.2
07.01. 07:30:00;35.6;0;29.5;0;0;0;-3.5;68.2
07.01. 07:45:00;34.8;0;28.9;0;0;0;-3.5;68.2
07.01. 08:00:00;34;948;22.3;0;10.9;10.9;-3.1;70.9
07.01. 08:15:00;32.4;959;28.1;0;11;11;-3.1;70.9
07.01. 08:30:00;32.1;0;27.9;0;11;11;-3.1;70.9
07.01. 08:45:00;31.6;0;27.4;0;11;11;-3.1;70.9
07.01. 09:00:00;37;949;22.8;357;51.8;107;-1.4;65.4
07.01. 09:15:00;36.3;0;22.8;357;52;108;-1.4;65.4
07.01. 09:30:00;35.5;0;22.6;357;52;108;-1.4;65.4
07.01. 09:45:00;34.6;0;22.4;357;52;108;-1.4;65.4
07.01. 10:00:00;33.8;0;22.2;407;85.8;193;0.2;64
07.01. 10:15:00;33.1;0;22;407;86;193;0.2;64
07.01. 10:30:00;32.3;0;21.8;407;86;193;0.2;64
07.01. 10:45:00;31.6;0;21.6;407;86;193;0.2;64
07.01. 11:00:00;31;0;21.5;675;91;312;2.1;59.1
07.01. 11:15:00;30.3;0;21.3;675;91;313;2.1;59.1
07.01. 11:30:00;29.7;0;21.1;675;91;313;2.1;59.1
07.01. 11:45:00;29.2;0;21;675;91;313;2.1;59.1
07.01. 12:00:00;28.6;0;20.8;440;128;283;3;60.6
07.01. 12:15:00;28.1;0;20.7;440;128;283;3;60.6
07.01. 12:30:00;27.6;0;20.6;440;128;283;3;60.6
07.01. 12:45:00;27.1;0;20.5;440;128;283;3;60.6
07.01. 13:00:00;26.7;0;20.3;93.6;138;170;2.8;57.3
07.01. 13:15:00;26.3;0;20.2;93.6;138;169;2.8;57.3
07.01. 13:30:00;25.9;0;20.1;93.6;138;169;2.8;57.3
07.01. 13:45:00;25.5;0;20;93.6;138;169;2.8;57.3
07.01. 14:00:00;25.1;0;19.9;216;111;169;2.7;59.3
07.01. 14:15:00;24.8;0;19.8;216;111;169;2.7;59.3
07.01. 14:30:00;24.4;0;19.7;216;111;169;2.7;59.3
07.01. 14:45:00;24.1;0;19.6;216;111;169;2.7;59.3
07.01. 15:00:00;23.8;0;19.6;298;58.3;107;2.1;60.8
07.01. 15:15:00;23.5;0;19.5;298;58;107;2.1;60.8
07.01. 15:30:00;23.3;0;19.4;298;58;107;2.1;60.8
07.01. 15:45:00;23;0;19.3;298;58;107;2.1;60.8
07.01. 16:00:00;22.8;0;19.3;0;9.3;9.5;0.9;66.6
07.01. 16:15:00;22.5;0;19.2;0;9;9;0.9;66.6
07.01. 16:30:00;22.3;0;19.2;0;9;9;0.9;66.6
07.01. 16:45:00;22.1;0;19.1;0;9;9;0.9;66.6
07.01. 17:00:00;21.9;0;19;0;0.1;0.1;0.6;72.5
07.01. 17:15:00;21.7;0;19;0;0;0;0.6;72.5
07.01. 17:30:00;21.5;0;18.9;0;0;0;0.6;72.5
07.01. 17:45:00;21.3;0;18.9;0;0;0;0.6;72.5
07.01. 18:00:00;21.2;0;18.9;0;0;0;0.2;80.2
07.01. 18:15:00;21;0;18.8;0;0;0;0.2;80.2
07.01. 18:30:00;20.9;0;18.8;0;0;0;0.2;80.2
07.01. 18:45:00;20.7;0;18.7;0;0;0;0.2;80.2
07.01. 19:00:00;20.6;0;18.7;0;0;0;-0.2;80
07.01. 19:15:00;20.5;0;18.7;0;0;0;-0.2;80
07.01. 19:30:00;20.3;0;18.6;0;0;0;-0.2;80
07.01. 19:45:00;20.2;0;18.6;0;0;0;-0.2;80
07.01. 20:00:00;20.1;0;18.6;0;0;0;-0.6;80.2
07.01. 20:15:00;20;0;18.5;0;0;0;-0.6;80.2
07.01. 20:30:00;19.9;0;18.5;0;0;0;-0.6;80.2
07.01. 20:45:00;24.6;949;18.6;0;0;0;-0.6;80.2
07.01. 21:00:00;32.8;953;24.1;0;0;0;-0.9;81.5
07.01. 21:15:00;34.8;950;29.1;0;0;0;-0.9;81.5
07.01. 21:30:00;32.8;0;28.4;0;0;0;-0.9;81.5
07.01. 21:45:00;32.1;0;27.9;0;0;0;-0.9;81.5
07.01. 22:00:00;35;948;22.4;0;0;0;-1.3;83.6
07.01. 22:15:00;35.7;950;30.3;0;0;0;-1.3;83.6
07.01. 22:30:00;34;0;29.5;0;0;0;-1.3;83.6
07.01. 22:45:00;33.3;0;28.9;0;0;0;-1.3;83.6
07.01. 23:00:00;34.6;952;27.2;0;0;0;-1.7;85.3
07.01. 23:15:00;34.1;955;24;0;0;0;-1.7;85.3
07.01. 23:30:00;36;951;29.9;0;0;0;-1.7;85.3
07.01. 23:45:00;34.2;0;29.4;0;0;0;-1.7;85.3
08.01. 00:00:00;33.5;0;28.7;0;0;0;-1.9;79
08.01. 00:15:00;35.9;954;26.6;0;0;0;-1.9;78.9
08.01. 00:30:00;34.3;958;25.3;0;0;0;-1.9;78.9
08.01. 00:45:00;36.2;951;30;0;0;0;-1.9;78.9
08.01. 01:00:00;34.2;0;29.6;0;0;0;-2.1;80.1
08.01. 01:15:00;33.5;0;28.9;0;0;0;-2.1;80.1
08.01. 01:30:00;35.7;955;26.7;0;0;0;-2.1;80.1
08.01. 01:45:00;34.1;959;25.1;0;0;0;-2.1;80.1
08.01. 02:00:00;36.4;953;29.8;0;0;0;-2.3;80.1
08.01. 02:15:00;34.9;0;29.3;0;0;0;-2.3;80.1
08.01. 02:30:00;34.1;0;28.6;0;0;0;-2.3;80.1
08.01. 02:45:00;36.2;956;26.5;0;0;0;-2.3;80.1
08.01. 03:00:00;34.8;960;25.3;0;0;0;-2.3;78.6
08.01. 03:15:00;37.4;952;29.9;0;0;0;-2.3;78.6
08.01. 03:30:00;36.9;0;29.3;0;0;0;-2.3;78.6
08.01. 03:45:00;35.9;0;28.7;0;0;0;-2.3;78.6
08.01. 04:00:00;36.7;952;27.1;0;0;0;-2.4;84.9
08.01. 04:15:00;34.4;955;24.1;0;0;0;-2.4;84.9
08.01. 04:30:00;36.7;952;30.2;0;0;0;-2.4;84.9
08.01. 04:45:00;34.8;0;29.7;0;0;0;-2.4;84.9
08.01. 05:00:00;34.1;0;29;0;0;0;-2.4;89.8
08.01. 05:15:00;36.1;954;26.8;0;0;0;-2.4;89.8
08.01. 05:30:00;34.5;958;25.2;0;0;0;-2.4;89.8
08.01. 05:45:00;36.7;952;30.3;0;0;0;-2.4;89.8
08.01. 06:00:00;34.4;0;30;0;0;0;-2.4;92.2
08.01. 06:15:00;33.7;0;29.3;0;0;0;-2.4;92.2
08.01. 06:30:00;35.6;956;27;0;0;0;-2.4;92.2
08.01. 06:45:00;34.5;960;24.9;0;0;0;-2.4;92.2
08.01. 07:00:00;36.4;952;29.7;0;0;0;-2.5;92.2
08.01. 07:15:00;36.5;0;29.2;0;0;0;-2.5;92.2
08.01. 07:30:00;35.6;0;28.6;0;0;0;-2.5;92.2
08.01. 07:45:00;37.2;949;26.6;0;0;0;-2.5;92.2
08.01. 08:00:00;33.9;952;25.3;0;4;4;-2.2;86.6
08.01. 08:15:00;40.7;948;29.1;0;4;4;-2.2;86.6
08.01. 08:30:00;40;0;28.6;0;4;4;-2.2;86.6
08.01. 08:45:00;38.8;0;28;0;4;4;-2.2;86.6
08.01. 09:00:00;38;0;27.6;329;57.7;109;-0.01;75.4
08.01. 09:15:00;37.1;0;27.2;329;58;110;0;75.3
08.01. 09:30:00;36.1;0;26.7;329;58;110;0;75.3
08.01. 09:45:00;35.3;0;26.3;329;58;110;0;75.3
08.01. 10:00:00;34.4;0;25.9;530;66.9;206;2.2;64.9
08.01. 10:15:00;33.6;0;25.5;530;67;207;2.2;64.8
08.01. 10:30:00;32.9;0;25.1;530;67;207;2.2;64.8
08.01. 10:45:00;32.1;0;24.8;530;67;207;2.2;64.8
08.01. 11:00:00;31.4;0;24.5;678;69;293;4.1;58.6
08.01. 11:15:00;30.8;0;24.1;678;69;293;4.1;58.6
08.01. 11:30:00;30.2;0;23.8;678;69;293;4.1;58.6
08.01. 11:45:00;29.6;0;23.6;678;69;293;4.1;58.6
08.01. 12:00:00;29;0;23.3;604;88.9;303;5.4;55.3
08.01. 12:15:00;28.5;0;23;604;89;303;5.4;55.3
08.01. 12:30:00;27.9;0;22.8;604;89;303;5.4;55.3
08.01. 12:45:00;27.5;0;22.6;604;89;303;5.4;55.3
08.01. 13:00:00;27;0;22.3;536;87;266;6.1;55.9
08.01. 13:15:00;26.6;0;22.1;536;87;266;6.1;55.9
08.01. 13:30:00;26.1;0;21.9;536;87;266;6.1;55.9
08.01. 13:45:00;25.7;0;21.7;536;87;266;6.1;55.9
08.01. 14:00:00;25.4;0;21.6;347;95.9;190;6.1;52.4
08.01. 14:15:00;25;0;21.4;347;96;190;6.1;52.4
08.01. 14:30:00;24.7;0;21.2;347;96;190;6.1;52.4
08.01. 14:45:00;24.3;0;21.1;347;96;190;6.1;52.4
08.01. 15:00:00;24;0;20.9;108;66.2;84.6;5.1;53.8
08.01. 15:15:00;23.7;0;20.8;108;66;84;5.1;53.8
08.01. 15:30:00;23.5;0;20.6;108;66;84;5.1;53.8
08.01. 15:45:00;23.2;0;20.5;108;66;84;5.1;53.8
08.01. 16:00:00;22.9;0;20.4;0;3.3;3.5;3.8;57.9
08.01. 16:15:00;22.7;0;20.3;0;3;3;3.8;57.9
08.01. 16:30:00;22.5;0;20.2;0;3;3;3.8;57.9
08.01. 16:45:00;22.3;0;20.1;0;3;3;3.8;57.9
08.01. 17:00:00;22;0;19.9;0;0.02;0.02;3.2;59.6
08.01. 17:15:00;21.8;0;19.8;0;0;0;3.2;59.6
08.01. 17:30:00;21.6;0;19.7;0;0;0;3.2;59.6
08.01. 17:45:00;21.4;0;19.7;0;0;0;3.2;59.6
08.01. 18:00:00;21.3;0;19.6;0;0;0;2.6;58.1
08.01. 18:15:00;21.1;0;19.5;0;0;0;2.6;58.1
08.01. 18:30:00;21;0;19.4;0;0;0;2.6;58.1
08.01. 18:45:00;20.8;0;19.4;0;0;0;2.6;58.1
08.01. 19:00:00;20.7;0;19.3;0;0;0;2;59.3
08.01. 19:15:00;20.6;0;19.2;0;0;0;2;59.3
08.01. 19:30:00;20.4;0;19.2;0;0;0;2;59.3
08.01. 19:45:00;20.3;0;19.1;0;0;0;2;59.3
08.01. 20:00:00;20.2;0;19.1;0;0;0;1.4;62.5
08.01. 20:15:00;20.1;0;19;0;0;0;1.4;62.5
08.01. 20:30:00;20;0;19;0;0;0;1.4;62.5
08.01. 20:45:00;19.9;0;18.9;0;0;0;1.4;62.5
08.01. 21:00:00;19.8;0;18.9;0;0;0;0.9;66.4
08.01. 21:15:00;19.7;0;18.8;0;0;0;0.9;66.4
08.01. 21:30:00;19.6;0;18.8;0;0;0;0.9;66.4
08.01. 21:45:00;19.5;0;18.7;0;0;0;0.9;66.4
08.01. 22:00:00;19.5;0;18.7;0;0;0;0.3;71.2
08.01. 22:15:00;19.4;0;18.7;0;0;0;0.3;71.2
08.01. 22:30:00;19.3;0;18.6;0;0;0;0.3;71.2
08.01. 22:45:00;19.3;0;18.6;0;0;0;0.3;71.2
08.01. 23:00:00;19.2;0;18.6;0;0;0;-0.3;72.9
08.01. 23:15:00;19.1;0;18.5;0;0;0;-0.3;72.9
08.01. 23:30:00;22.6;946;18.6;0;0;0;-0.3;72.9
08.01. 23:45:00;34.7;951;23.4;0;0;0;-0.3;72.9
09.01. 00:00:00;36.8;950;29.8;0;0;0;-1.1;83.3
09.01. 00:15:00;36;0;29;0;0;0;-1.1;83.5
09.01. 00:30:00;35;0;28.3;0;0;0;-1.1;83.5
09.01. 00:45:00;35.2;955;26.4;0;0;0;-1.1;83.5
09.01. 01:00:00;34.5;958;24;0;0;0;-1.9;85.5
09.01. 01:15:00;36.9;954;29.7;0;0;0;-1.9;85.5
09.01. 01:30:00;36.6;0;29.1;0;0;0;-1.9;85.5
09.01. 01:45:00;35.6;0;28.5;0;0;0;-1.9;85.5
09.01. 02:00:00;36.5;955;26.9;0;0;0;-2.8;86.4
09.01. 02:15:00;34.4;958;24.1;0;0;0;-2.8;86.4
09.01. 02:30:00;37.7;954;30.1;0;0;0;-2.8;86.4
09.01. 02:45:00;38;0;29.4;0;0;0;-2.8;86.4
09.01. 03:00:00;37.1;0;28.8;0;0;0;-3.3;84.8
09.01. 03:15:00;38.2;950;26.7;0;0;0;-3.3;84.8
09.01. 03:30:00;35.2;954;25.2;0;0;0;-3.3;84.8
09.01. 03:45:00;36.1;950;30;0;0;0;-3.3;84.8
09.01. 04:00:00;35.4;0;29.4;0;0;0;-3.7;83.7
09.01. 04:15:00;34.6;0;28.7;0;0;0;-3.7;83.7
09.01. 04:30:00;40.3;951;23.4;0;0;0;-3.7;83.7
09.01. 04:45:00;36.4;951;32.6;0;0;0;-3.7;83.7
09.01. 05:00:00;35.5;0;31.6;0;0;0;-4.2;82.5
09.01. 05:15:00;34.6;0;30.9;0;0;0;-4.2;82.5
09.01. 05:30:00;36.4;954;28.3;0;0;0;-4.2;82.5
09.01. 05:45:00;35.1;958;25.1;0;0;0;-4.2;82.5
09.01. 06:00:00;36.7;953;30.1;0;0;0;-4.5;86.9
09.01. 06:15:00;36.3;0;29.4;0;0;0;-4.5;86.9
09.01. 06:30:00;35.5;0;28.8;0;0;0;-4.5;86.9
09.01. 06:45:00;40.7;950;23.8;0;0;0;-4.5;86.9
